6,31,1109.61
6,32,1086.93
6,33,1100.87
6,34,1117.49
6,35,1084.61
6,36,1190.81
6,37,1124.96
6,38,1352.83
7,8,119.26
7,9,133.88
7,10,881.57
7,11,356.78
7,12,311.72
7,13,206.55
7,14,847.27
7,15,229.30
7,16,331.83
7,17,351.00
7,18,358.97
7,19,364.12
7,20,451.17
7,21,1166.13
7,22,455.59
7,23,537.22
7,24,477.13
7,25,572.81
7,26,600.26
7,27,746.00
7,28,669.79
7,29,1047.94
7,30,953.13
7,31,1065.57
7,32,1107.10
7,33,1069.90
7,34,1084.61
7,35,1084.64
7,36,1150.16
7,37,1111.91
7,38,1335.44
8,9,18.42
8,10,926.36
8,11,273.09
8,12,215.21
8,13,154.47
8,14,882.05
8,15,176.44
8,16,216.45
8,17,235.70
8,18,242.77
8,19,247.77
8,20,403.77
8,21,1185.59
8,22,374.67
8,23,484.62
8,24,381.65
8,25,510.74
8,26,537.89
8,27,626.84
8,28,558.03
8,29,1016.04
8,30,890.41
8,31,946.54
8,32,1040.57
8,33,954.98
8,34,968.79
8,35,994.03
8,36,1031.69
8,37,1008.83
8,38,1228.37
9,10,943.17
9,11,255.23
9,12,196.85
9,13,165.20
9,14,898.16
9,15,186.38
9,16,199.47
9,17,218.72
9,18,226.09
9,19,231.15
9,20,411.66
9,21,1200.21
9,22,376.31
9,23,491.24
9,24,379.50
9,25,515.58
9,26,542.57
9,27,612.34
9,28,549.77
9,29,1024.74
9,30,894.27
9,31,933.32
9,32,1043.55
9,33,944.93
9,34,958.25
9,35,991.89
9,36,1019.21
9,37,1003.26
9,38,1221.41
10,11,1195.77
10,12,1130.99
10,13,800.68
10,14,88.06
10,15,789.19
10,16,1087.38
10,17,1102.36
10,18,1102.03
10,19,1104.67
10,20,678.10
10,21,354.82
10,22,819.28
10,23,681.09
10,24,897.03
10,25,726.45
10,26,728.68
10,27,1340.32
10,28,1106.65
10,29,635.24
10,30,826.02
10,31,1551.07
10,32,940.18
10,33,1431.77
10,34,1461.82
10,35,1140.67
10,36,1591.02
10,37,1292.19
10,38,1515.03
11,12,69.96
11,13,399.71
11,14,1147.49
11,15,415.35
11,16,158.80
11,17,159.69
11,18,169.98
11,19,172.78
11,20,610.84
11,21,1439.38
11,22,525.58
11,23,675.71
11,24,490.67
11,25,682.82
11,26,706.82
11,27,503.36
11,28,559.88
11,29,1214.25
11,30,1036.75
11,31,832.20
11,32,1172.70
11,33,899.90
11,34,904.46
11,35,1060.30
11,36,929.18
11,37,1024.83
11,38,1216.42
12,13,332.41
12,14,1081.14
12,15,347.22
12,16,97.94
12,17,104.62
12,18,116.24
12,19,120.35
12,20,540.91
12,21,1370.59
12,22,457.69
12,23,606.29
12,24,426.04
12,25,614.42
12,26,638.73
12,27,488.55
12,28,513.43
12,29,1145.20
12,30,971.83
12,31,818.88
12,32,1109.81
12,33,870.82
12,34,877.78
12,35,1006.77
12,36,913.10
12,37,980.50
12,38,1179.01
13,14,748.94
13,15,23.35
13,16,289.11
13,17,305.46
13,18,306.88
13,19,310.26
13,20,252.16
13,21,1041.14
13,22,251.39
13,23,335.79
13,24,283.73
13,25,367.73
13,26,395.19
13,27,633.30
13,28,500.08
13,29,862.30
13,30,748.69
13,31,929.92
13,32,901.75
13,33,904.38
13,34,922.80
13,35,881.54
13,36,1005.30
13,37,919.49
13,38,1148.03
14,15,735.64
14,16,1031.91
14,17,1046.09
14,18,1045.02
14,19,1047.37
14,20,607.31
14,21,338.89
14,22,747.54
14,23,603.87
14,24,824.85
14,25,647.07
14,26,647.84
14,27,1267.38
14,28,1029.09
14,29,554.17
14,30,738.13
14,31,1470.34
14,32,853.70
14,33,1347.44
14,34,1377.76
14,35,1052.62
14,36,1508.28
14,37,1204.74
14,38,1427.12
15,16,298.48
15,17,314.06
15,18,314.64
15,19,317.72
15,20,229.01
15,21,1024.30
15,22,230.53
15,23,312.46
15,24,266.47
15,25,344.48
15,26,371.95
15,27,628.96
15,28,487.00
15,29,839.78
15,30,725.42
15,31,921.19
15,32,878.58
15,33,890.94
15,34,909.96
15,35,860.52
15,36,995.03
15,37,901.04
15,38,1130.44
16,17,19.25
16,18,27.98
16,19,33.34
16,20,466.01
16,21,1308.77
16,22,369.91
16,23,524.68
16,24,331.96
16,25,527.82
16,26,551.08
16,27,422.62
16,28,418.48
16,29,1060.52
16,30,878.01
16,31,750.15
16,32,1014.10
16,33,786.64
16,34,795.62
16,35,908.96
16,36,840.88
16,37,885.67
16,38,1087.89
17,18,11.83
17,19,16.67
17,20,475.58
17,21,1320.55
17,22,375.16
17,23,531.98
17,24,333.62
17,25,533.18
17,26,555.92
17,27,404.90
17,28,408.94
17,29,1066.11
17,30,879.06
17,31,733.02
17,32,1013.52
17,33,772.53
17,34,780.98
17,35,903.11
17,36,824.30
17,37,876.10
17,38,1076.27
18,19,5.36
18,20,471.18
18,21,1317.50
18,22,368.33
18,23,526.16
18,24,325.11
18,25,526.29
18,26,548.76
18,27,394.68
18,28,397.24
18,29,1059.21
18,30,870.09
18,31,722.39
18,32,1003.92
18,33,760.88
18,34,769.43
18,35,891.97
18,36,813.38
18,37,864.37
18,38,1064.44
19,20,472.10
19,21,1318.98
19,22,368.01
19,23,526.36
19,24,323.80
19,25,525.91
19,26,548.21
19,27,389.31
19,28,393.09
19,29,1058.79
19,30,868.42
19,31,717.04
19,32,1001.80
19,33,755.86
19,34,764.34
19,35,888.57
19,36,808.06
19,37,860.16
19,38,1059.83
20,21,850.93
20,22,141.40
20,23,86.96
20,24,219.29
20,25,132.87
20,26,158.55
20,27,662.52
20,28,441.62
20,29,613.56
20,30,504.31
20,31,896.15
20,32,660.00
20,33,814.39
20,34,839.72
20,35,682.67
20,36,951.08
20,37,760.37
20,38,996.57
21,22,978.97
21,23,817.65
21,24,1050.63
21,25,844.30
21,26,834.80
21,27,1475.31
21,28,1217.48
21,29,496.49
21,30,774.21
21,31,1623.23
21,32,835.42
21,33,1467.22
21,34,1500.01
21,35,1094.39
21,36,1641.91
21,37,1273.04
21,38,1468.55
22,23,163.63
22,24,77.89
22,25,158.02
22,26,181.29
22,27,521.15
22,28,306.70
22,29,690.95
22,30,521.73
22,31,761.52
22,32,668.23
22,33,694.70
22,34,717.80
22,35,630.15
22,36,821.35
22,37,675.44
22,38,907.90
23,24,232.98
23,25,56.80
23,26,77.15
23,27,667.07
23,28,425.58
23,29,539.69
23,30,417.37
23,31,872.93
23,32,573.06
23,33,772.88
23,34,800.20
23,35,605.43
23,36,919.85
23,37,695.45
23,38,931.90
24,25,214.14
24,26,232.23
24,27,443.32
24,28,235.22
24,29,741.03
24,30,546.10
24,31,688.20
24,32,684.43
24,33,632.05
24,34,653.46
24,35,612.46
24,36,751.28
24,37,636.49
24,38,864.31
25,26,27.47
25,27,632.69
25,28,383.20
25,29,532.94
25,30,381.01
25,31,824.92
25,32,534.30
25,33,719.18
25,34,746.99
25,35,551.30
25,36,868.93
25,37,638.69
25,38,875.15
26,27,640.61
26,28,386.70
26,29,510.79
26,30,353.58
26,31,822.57
26,32,506.84
26,33,710.51
26,34,738.98
26,35,528.28
26,36,863.60
26,37,620.91
26,38,857.16
27,28,264.63
27,29,1099.14
27,30,834.15
27,31,330.35
27,32,921.07
27,33,415.06
27,34,412.92
27,35,709.44
27,36,425.91
27,37,605.27
27,38,752.12
28,29,834.92
28,30,576.27
28,31,455.04
28,32,676.96
28,33,404.34
28,34,422.97
28,35,508.75
28,36,516.06
28,37,467.22
28,38,674.01
29,30,296.30
29,31,1182.31
29,32,339.03
29,33,1005.84
29,34,1039.37
29,35,604.12
29,36,1185.54
29,37,788.68
29,38,974.23
30,31,888.76
30,32,156.90
30,33,709.57
30,34,743.11
30,35,323.39
30,36,889.44
30,37,498.87
30,38,701.02
31,32,922.31
31,33,210.74
31,34,183.09
31,35,649.86
31,36,101.88
31,37,479.32
31,38,523.73
32,33,725.21
32,34,758.48
32,35,287.42
32,36,905.55
32,37,477.97
32,38,640.80
33,34,33.62
33,35,445.32
33,36,180.98
33,37,269.01
33,38,342.24
34,35,477.87
34,36,147.41
34,37,299.35
34,38,354.85
35,36,623.49
35,37,190.55
35,38,377.78
36,37,440.56
36,38,444.23
37,38,236.49
